file_name,path,speaker,sentence code,sentence german,sentence,emotion code,emotion,recording version,Duration (seconds),Average Frequency (Hz),Sampling Rate (Hz)
03a01Fa.wav,Data/EmoDB/wav/03a01Fa.wav,03,a01,Der Lappen liegt auf dem Eisschrank.,The cloth is lying on the icebox.,F,Happiness,a,1.89825,4000.0,16000
03a01Nc.wav,Data/EmoDB/wav/03a01Nc.wav,03,a01,Der Lappen liegt auf dem Eisschrank.,The cloth is lying on the icebox.,N,Neutral,c,1.61125,4000.0,16000
03a01Wa.wav,Data/EmoDB/wav/03a01Wa.wav,03,a01,Der Lappen liegt auf dem Eisschrank.,The cloth is lying on the icebox.,W,Anger,a,1.8778125,4000.0,16000
03a02Fc.wav,Data/EmoDB/wav/03a02Fc.wav,03,a02,Das Messer ist in der Schublade.,The knife is in the drawer.,F,Happiness,c,2.00625,4000.0,16000
03a02Nc.wav,Data/EmoDB/wav/03a02Nc.wav,03,a02,Das Messer ist in der Schublade.,The knife is in the drawer.,N,Neutral,c,1.4398125,4000.0,16000
03a02Ta.wav,Data/EmoDB/wav/03a02Ta.wav,03,a02,Das Messer ist in der Schublade.,The knife is in the drawer.,T,Sadness,a,1.7356875,4000.0,16000
03a02Wb.wav,Data/EmoDB/wav/03a02Wb.wav,03,a02,Das Messer ist in der Schublade.,The knife is in the drawer.,W,Anger,b,2.123625,4000.0,16000
03a02Wc.wav,Data/EmoDB/wav/03a02Wc.wav,03,a02,Das Messer ist in der Schublade.,The knife is in the drawer.,W,Anger,c,1.4980625,4000.0,16000
03a04Ad.wav,Data/EmoDB/wav/03a04Ad.wav,03,a04,Heute abend könnte ich es ihm sagen.,I might tell him tonight.,A,Fear,d,1.504875,4000.0,16000
03a04Fd.wav,Data/EmoDB/wav/03a04Fd.wav,03,a04,Heute abend könnte ich es ihm sagen.,I might tell him tonight.,F,Happiness,d,1.6968125,4000.0,16000
03a04Lc.wav,Data/EmoDB/wav/03a04Lc.wav,03,a04,Heute abend könnte ich es ihm sagen.,I might tell him tonight.,L,Boredom,c,1.931,4000.0,16000
03a04Nc.wav,Data/EmoDB/wav/03a04Nc.wav,03,a04,Heute abend könnte ich es ihm sagen.,I might tell him tonight.,N,Neutral,c,1.5613125,4000.0,16000
03a04Ta.wav,Data/EmoDB/wav/03a04Ta.wav,03,a04,Heute abend könnte ich es ihm sagen.,I might tell him tonight.,T,Sadness,a,2.0635625,4000.0,16000
03a04Wc.wav,Data/EmoDB/wav/03a04Wc.wav,03,a04,Heute abend könnte ich es ihm sagen.,I might tell him tonight.,W,Anger,c,2.044125,4000.0,16000
03a05Aa.wav,Data/EmoDB/wav/03a05Aa.wav,03,a05,Das schwarze Stück Papier befindet sich da oben neben dem Holzstück.,The black piece of paper is up there next to the piece of wood.,A,Fear,a,3.087625,4000.0,16000
03a05Fc.wav,Data/EmoDB/wav/03a05Fc.wav,03,a05,Das schwarze Stück Papier befindet sich da oben neben dem Holzstück.,The black piece of paper is up there next to the piece of wood.,F,Happiness,c,3.1961875,4000.0,16000
03a05Nd.wav,Data/EmoDB/wav/03a05Nd.wav,03,a05,Das schwarze Stück Papier befindet sich da oben neben dem Holzstück.,The black piece of paper is up there next to the piece of wood.,N,Neutral,d,3.168,4000.0,16000
03a05Tc.wav,Data/EmoDB/wav/03a05Tc.wav,03,a05,Das schwarze Stück Papier befindet sich da oben neben dem Holzstück.,The black piece of paper is up there next to the piece of wood.,T,Sadness,c,3.4978125,4000.0,16000
03a05Wa.wav,Data/EmoDB/wav/03a05Wa.wav,03,a05,Das schwarze Stück Papier befindet sich da oben neben dem Holzstück.,The black piece of paper is up there next to the piece of wood.,W,Anger,a,3.44075,4000.0,16000
03a05Wb.wav,Data/EmoDB/wav/03a05Wb.wav,03,a05,Das schwarze Stück Papier befindet sich da oben neben dem Holzstück.,The black piece of paper is up there next to the piece of wood.,W,Anger,b,2.96225,4000.0,16000
03a07Fa.wav,Data/EmoDB/wav/03a07Fa.wav,03,a07,In sieben Stunden wird es soweit sein.,"In seven hours, it will be time.",F,Happiness,a,2.1338125,4000.0,16000
03a07Fb.wav,Data/EmoDB/wav/03a07Fb.wav,03,a07,In sieben Stunden wird es soweit sein.,"In seven hours, it will be time.",F,Happiness,b,2.449875,4000.0,16000
03a07La.wav,Data/EmoDB/wav/03a07La.wav,03,a07,In sieben Stunden wird es soweit sein.,"In seven hours, it will be time.",L,Boredom,a,2.4015625,4000.0,16000
03a07Nc.wav,Data/EmoDB/wav/03a07Nc.wav,03,a07,In sieben Stunden wird es soweit sein.,"In seven hours, it will be time.",N,Neutral,c,1.788125,4000.0,16000
03a07Wc.wav,Data/EmoDB/wav/03a07Wc.wav,03,a07,In sieben Stunden wird es soweit sein.,"In seven hours, it will be time.",W,Anger,c,2.0875625,4000.0,16000
03b01Fa.wav,Data/EmoDB/wav/03b01Fa.wav,03,b01,"Was sind denn das für Tüten, die da unter dem Tisch stehen?",What kind of bags are those standing under the table?,F,Happiness,a,2.3621875,4000.0,16000
03b01Lb.wav,Data/EmoDB/wav/03b01Lb.wav,03,b01,"Was sind denn das für Tüten, die da unter dem Tisch stehen?",What kind of bags are those standing under the table?,L,Boredom,b,2.8789375,4000.0,16000
03b01Nb.wav,Data/EmoDB/wav/03b01Nb.wav,03,b01,"Was sind denn das für Tüten, die da unter dem Tisch stehen?",What kind of bags are those standing under the table?,N,Neutral,b,2.3891875,4000.0,16000
03b01Td.wav,Data/EmoDB/wav/03b01Td.wav,03,b01,"Was sind denn das für Tüten, die da unter dem Tisch stehen?",What kind of bags are those standing under the table?,T,Sadness,d,3.3906875,4000.0,16000
03b01Wa.wav,Data/EmoDB/wav/03b01Wa.wav,03,b01,"Was sind denn das für Tüten, die da unter dem Tisch stehen?",What kind of bags are those standing under the table?,W,Anger,a,2.1798125,4000.0,16000
03b01Wc.wav,Data/EmoDB/wav/03b01Wc.wav,03,b01,"Was sind denn das für Tüten, die da unter dem Tisch stehen?",What kind of bags are those standing under the table?,W,Anger,c,2.92925,4000.0,16000
03b02Aa.wav,Data/EmoDB/wav/03b02Aa.wav,03,b02,Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.,They just carried it up and now they’re going back down.,A,Fear,a,3.0848125,4000.0,16000
03b02La.wav,Data/EmoDB/wav/03b02La.wav,03,b02,Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.,They just carried it up and now they’re going back down.,L,Boredom,a,3.4648125,4000.0,16000
03b02Na.wav,Data/EmoDB/wav/03b02Na.wav,03,b02,Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.,They just carried it up and now they’re going back down.,N,Neutral,a,2.9453125,4000.0,16000
03b02Tb.wav,Data/EmoDB/wav/03b02Tb.wav,03,b02,Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.,They just carried it up and now they’re going back down.,T,Sadness,b,5.126875,4000.0,16000
03b02Wb.wav,Data/EmoDB/wav/03b02Wb.wav,03,b02,Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.,They just carried it up and now they’re going back down.,W,Anger,b,3.1840625,4000.0,16000
03b03Nb.wav,Data/EmoDB/wav/03b03Nb.wav,03,b03,An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.,"On weekends, I always went home and visited Agnes.",N,Neutral,b,3.6445,4000.0,16000
03b03Tc.wav,Data/EmoDB/wav/03b03Tc.wav,03,b03,An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.,"On weekends, I always went home and visited Agnes.",T,Sadness,c,5.2993125,4000.0,16000
03b03Wc.wav,Data/EmoDB/wav/03b03Wc.wav,03,b03,An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.,"On weekends, I always went home and visited Agnes.",W,Anger,c,3.8474375,4000.0,16000
03b09La.wav,Data/EmoDB/wav/03b09La.wav,03,b09,Ich will das eben wegbringen und dann mit Karl was trinken gehen.,I just want to drop this off and then go have a drink with Karl.,L,Boredom,a,3.1126875,4000.0,16000
03b09Nc.wav,Data/EmoDB/wav/03b09Nc.wav,03,b09,Ich will das eben wegbringen und dann mit Karl was trinken gehen.,I just want to drop this off and then go have a drink with Karl.,N,Neutral,c,2.5885625,4000.0,16000
03b09Tc.wav,Data/EmoDB/wav/03b09Tc.wav,03,b09,Ich will das eben wegbringen und dann mit Karl was trinken gehen.,I just want to drop this off and then go have a drink with Karl.,T,Sadness,c,3.947125,4000.0,16000
03b09Wa.wav,Data/EmoDB/wav/03b09Wa.wav,03,b09,Ich will das eben wegbringen und dann mit Karl was trinken gehen.,I just want to drop this off and then go have a drink with Karl.,W,Anger,a,2.89375,4000.0,16000
03b10Ab.wav,Data/EmoDB/wav/03b10Ab.wav,03,b10,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",She'll be in the spot where we always put her.,A,Fear,b,2.82825,4000.0,16000
03b10Ec.wav,Data/EmoDB/wav/03b10Ec.wav,03,b10,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",She'll be in the spot where we always put her.,E,Disgust,c,3.202,4000.0,16000
03b10Na.wav,Data/EmoDB/wav/03b10Na.wav,03,b10,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",She'll be in the spot where we always put her.,N,Neutral,a,2.2564375,4000.0,16000
03b10Nc.wav,Data/EmoDB/wav/03b10Nc.wav,03,b10,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",She'll be in the spot where we always put her.,N,Neutral,c,2.2176875,4000.0,16000
03b10Wb.wav,Data/EmoDB/wav/03b10Wb.wav,03,b10,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",She'll be in the spot where we always put her.,W,Anger,b,2.1664375,4000.0,16000
03b10Wc.wav,Data/EmoDB/wav/03b10Wc.wav,03,b10,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",She'll be in the spot where we always put her.,W,Anger,c,2.442,4000.0,16000
08a01Ab.wav,Data/EmoDB/wav/08a01Ab.wav,08,a01,Der Lappen liegt auf dem Eisschrank.,The cloth is lying on the icebox.,A,Fear,b,1.8540625,4000.0,16000
08a01Fd.wav,Data/EmoDB/wav/08a01Fd.wav,08,a01,Der Lappen liegt auf dem Eisschrank.,The cloth is lying on the icebox.,F,Happiness,d,2.29975,4000.0,16000
08a01Lc.wav,Data/EmoDB/wav/08a01Lc.wav,08,a01,Der Lappen liegt auf dem Eisschrank.,The cloth is lying on the icebox.,L,Boredom,c,2.0170625,4000.0,16000
08a01Na.wav,Data/EmoDB/wav/08a01Na.wav,08,a01,Der Lappen liegt auf dem Eisschrank.,The cloth is lying on the icebox.,N,Neutral,a,1.7645,4000.0,16000
08a01Wa.wav,Data/EmoDB/wav/08a01Wa.wav,08,a01,Der Lappen liegt auf dem Eisschrank.,The cloth is lying on the icebox.,W,Anger,a,1.6128125,4000.0,16000
08a01Wc.wav,Data/EmoDB/wav/08a01Wc.wav,08,a01,Der Lappen liegt auf dem Eisschrank.,The cloth is lying on the icebox.,W,Anger,c,1.691,4000.0,16000
08a02Ab.wav,Data/EmoDB/wav/08a02Ab.wav,08,a02,Das Messer ist in der Schublade.,The knife is in the drawer.,A,Fear,b,1.584,4000.0,16000
08a02Ac.wav,Data/EmoDB/wav/08a02Ac.wav,08,a02,Das Messer ist in der Schublade.,The knife is in the drawer.,A,Fear,c,1.6863125,4000.0,16000
08a02Fe.wav,Data/EmoDB/wav/08a02Fe.wav,08,a02,Das Messer ist in der Schublade.,The knife is in the drawer.,F,Happiness,e,1.6195,4000.0,16000
08a02La.wav,Data/EmoDB/wav/08a02La.wav,08,a02,Das Messer ist in der Schublade.,The knife is in the drawer.,L,Boredom,a,1.73375,4000.0,16000
08a02Na.wav,Data/EmoDB/wav/08a02Na.wav,08,a02,Das Messer ist in der Schublade.,The knife is in the drawer.,N,Neutral,a,1.790625,4000.0,16000
08a02Tb.wav,Data/EmoDB/wav/08a02Tb.wav,08,a02,Das Messer ist in der Schublade.,The knife is in the drawer.,T,Sadness,b,3.0465625,4000.0,16000
08a02Wc.wav,Data/EmoDB/wav/08a02Wc.wav,08,a02,Das Messer ist in der Schublade.,The knife is in the drawer.,W,Anger,c,1.8671875,4000.0,16000
08a04Ff.wav,Data/EmoDB/wav/08a04Ff.wav,08,a04,Heute abend könnte ich es ihm sagen.,I might tell him tonight.,F,Happiness,f,1.800625,4000.0,16000
08a04La.wav,Data/EmoDB/wav/08a04La.wav,08,a04,Heute abend könnte ich es ihm sagen.,I might tell him tonight.,L,Boredom,a,2.085875,4000.0,16000
08a04Nc.wav,Data/EmoDB/wav/08a04Nc.wav,08,a04,Heute abend könnte ich es ihm sagen.,I might tell him tonight.,N,Neutral,c,2.03325,4000.0,16000
08a04Tb.wav,Data/EmoDB/wav/08a04Tb.wav,08,a04,Heute abend könnte ich es ihm sagen.,I might tell him tonight.,T,Sadness,b,3.8371875,4000.0,16000
08a04Wc.wav,Data/EmoDB/wav/08a04Wc.wav,08,a04,Heute abend könnte ich es ihm sagen.,I might tell him tonight.,W,Anger,c,1.8049375,4000.0,16000
08a05Fe.wav,Data/EmoDB/wav/08a05Fe.wav,08,a05,Das schwarze Stück Papier befindet sich da oben neben dem Holzstück.,The black piece of paper is up there next to the piece of wood.,F,Happiness,e,3.0986875,4000.0,16000
08a05Lc.wav,Data/EmoDB/wav/08a05Lc.wav,08,a05,Das schwarze Stück Papier befindet sich da oben neben dem Holzstück.,The black piece of paper is up there next to the piece of wood.,L,Boredom,c,4.188375,4000.0,16000
08a05Nb.wav,Data/EmoDB/wav/08a05Nb.wav,08,a05,Das schwarze Stück Papier befindet sich da oben neben dem Holzstück.,The black piece of paper is up there next to the piece of wood.,N,Neutral,b,3.2528125,4000.0,16000
08a05Ta.wav,Data/EmoDB/wav/08a05Ta.wav,08,a05,Das schwarze Stück Papier befindet sich da oben neben dem Holzstück.,The black piece of paper is up there next to the piece of wood.,T,Sadness,a,5.6214375,4000.0,16000
08a05Wa.wav,Data/EmoDB/wav/08a05Wa.wav,08,a05,Das schwarze Stück Papier befindet sich da oben neben dem Holzstück.,The black piece of paper is up there next to the piece of wood.,W,Anger,a,2.9291875,4000.0,16000
08a07Fd.wav,Data/EmoDB/wav/08a07Fd.wav,08,a07,In sieben Stunden wird es soweit sein.,"In seven hours, it will be time.",F,Happiness,d,1.9630625,4000.0,16000
08a07La.wav,Data/EmoDB/wav/08a07La.wav,08,a07,In sieben Stunden wird es soweit sein.,"In seven hours, it will be time.",L,Boredom,a,2.5238125,4000.0,16000
08a07Na.wav,Data/EmoDB/wav/08a07Na.wav,08,a07,In sieben Stunden wird es soweit sein.,"In seven hours, it will be time.",N,Neutral,a,2.0839375,4000.0,16000
08a07Ta.wav,Data/EmoDB/wav/08a07Ta.wav,08,a07,In sieben Stunden wird es soweit sein.,"In seven hours, it will be time.",T,Sadness,a,3.46275,4000.0,16000
08a07Tb.wav,Data/EmoDB/wav/08a07Tb.wav,08,a07,In sieben Stunden wird es soweit sein.,"In seven hours, it will be time.",T,Sadness,b,4.0235625,4000.0,16000
08a07Wc.wav,Data/EmoDB/wav/08a07Wc.wav,08,a07,In sieben Stunden wird es soweit sein.,"In seven hours, it will be time.",W,Anger,c,2.2193125,4000.0,16000
08b01Aa.wav,Data/EmoDB/wav/08b01Aa.wav,08,b01,"Was sind denn das für Tüten, die da unter dem Tisch stehen?",What kind of bags are those standing under the table?,A,Fear,a,2.676875,4000.0,16000
08b01Fd.wav,Data/EmoDB/wav/08b01Fd.wav,08,b01,"Was sind denn das für Tüten, die da unter dem Tisch stehen?",What kind of bags are those standing under the table?,F,Happiness,d,2.4819375,4000.0,16000
08b01Fe.wav,Data/EmoDB/wav/08b01Fe.wav,08,b01,"Was sind denn das für Tüten, die da unter dem Tisch stehen?",What kind of bags are those standing under the table?,F,Happiness,e,2.51575,4000.0,16000
08b01Lb.wav,Data/EmoDB/wav/08b01Lb.wav,08,b01,"Was sind denn das für Tüten, die da unter dem Tisch stehen?",What kind of bags are those standing under the table?,L,Boredom,b,3.487375,4000.0,16000
08b01Na.wav,Data/EmoDB/wav/08b01Na.wav,08,b01,"Was sind denn das für Tüten, die da unter dem Tisch stehen?",What kind of bags are those standing under the table?,N,Neutral,a,2.354,4000.0,16000
08b01Wa.wav,Data/EmoDB/wav/08b01Wa.wav,08,b01,"Was sind denn das für Tüten, die da unter dem Tisch stehen?",What kind of bags are those standing under the table?,W,Anger,a,3.3085,4000.0,16000
08b02Ff.wav,Data/EmoDB/wav/08b02Ff.wav,08,b02,Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.,They just carried it up and now they’re going back down.,F,Happiness,f,2.771125,4000.0,16000
08b02La.wav,Data/EmoDB/wav/08b02La.wav,08,b02,Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.,They just carried it up and now they’re going back down.,L,Boredom,a,3.45775,4000.0,16000
08b02Nb.wav,Data/EmoDB/wav/08b02Nb.wav,08,b02,Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.,They just carried it up and now they’re going back down.,N,Neutral,b,3.0555,4000.0,16000
08b02Tc.wav,Data/EmoDB/wav/08b02Tc.wav,08,b02,Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.,They just carried it up and now they’re going back down.,T,Sadness,c,7.6794375,4000.0,16000
08b02Wd.wav,Data/EmoDB/wav/08b02Wd.wav,08,b02,Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.,They just carried it up and now they’re going back down.,W,Anger,d,3.584,4000.0,16000
08b03Fe.wav,Data/EmoDB/wav/08b03Fe.wav,08,b03,An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.,"On weekends, I always went home and visited Agnes.",F,Happiness,e,3.6160625,4000.0,16000
08b03Lc.wav,Data/EmoDB/wav/08b03Lc.wav,08,b03,An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.,"On weekends, I always went home and visited Agnes.",L,Boredom,c,4.5258125,4000.0,16000
08b03Nb.wav,Data/EmoDB/wav/08b03Nb.wav,08,b03,An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.,"On weekends, I always went home and visited Agnes.",N,Neutral,b,3.7216875,4000.0,16000
08b03Tc.wav,Data/EmoDB/wav/08b03Tc.wav,08,b03,An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.,"On weekends, I always went home and visited Agnes.",T,Sadness,c,8.97825,4000.0,16000
08b03Wd.wav,Data/EmoDB/wav/08b03Wd.wav,08,b03,An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.,"On weekends, I always went home and visited Agnes.",W,Anger,d,4.08125,4000.0,16000
08b09Ab.wav,Data/EmoDB/wav/08b09Ab.wav,08,b09,Ich will das eben wegbringen und dann mit Karl was trinken gehen.,I just want to drop this off and then go have a drink with Karl.,A,Fear,b,3.18125,4000.0,16000
08b09Fd.wav,Data/EmoDB/wav/08b09Fd.wav,08,b09,Ich will das eben wegbringen und dann mit Karl was trinken gehen.,I just want to drop this off and then go have a drink with Karl.,F,Happiness,d,2.7668125,4000.0,16000
08b09Lc.wav,Data/EmoDB/wav/08b09Lc.wav,08,b09,Ich will das eben wegbringen und dann mit Karl was trinken gehen.,I just want to drop this off and then go have a drink with Karl.,L,Boredom,c,3.8906875,4000.0,16000
08b09Nb.wav,Data/EmoDB/wav/08b09Nb.wav,08,b09,Ich will das eben wegbringen und dann mit Karl was trinken gehen.,I just want to drop this off and then go have a drink with Karl.,N,Neutral,b,2.85375,4000.0,16000
08b09Tb.wav,Data/EmoDB/wav/08b09Tb.wav,08,b09,Ich will das eben wegbringen und dann mit Karl was trinken gehen.,I just want to drop this off and then go have a drink with Karl.,T,Sadness,b,6.7514375,4000.0,16000
08b09Wa.wav,Data/EmoDB/wav/08b09Wa.wav,08,b09,Ich will das eben wegbringen und dann mit Karl was trinken gehen.,I just want to drop this off and then go have a drink with Karl.,W,Anger,a,3.1655625,4000.0,16000
08b09Wc.wav,Data/EmoDB/wav/08b09Wc.wav,08,b09,Ich will das eben wegbringen und dann mit Karl was trinken gehen.,I just want to drop this off and then go have a drink with Karl.,W,Anger,c,3.3114375,4000.0,16000
08b10Aa.wav,Data/EmoDB/wav/08b10Aa.wav,08,b10,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",She'll be in the spot where we always put her.,A,Fear,a,2.6551875,4000.0,16000
08b10Fd.wav,Data/EmoDB/wav/08b10Fd.wav,08,b10,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",She'll be in the spot where we always put her.,F,Happiness,d,2.4635625,4000.0,16000
08b10La.wav,Data/EmoDB/wav/08b10La.wav,08,b10,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",She'll be in the spot where we always put her.,L,Boredom,a,2.79675,4000.0,16000
08b10Nc.wav,Data/EmoDB/wav/08b10Nc.wav,08,b10,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",She'll be in the spot where we always put her.,N,Neutral,c,2.3780625,4000.0,16000
08b10Tc.wav,Data/EmoDB/wav/08b10Tc.wav,08,b10,"Die wird auf dem Platz sein, wo wir sie immer hinlegen.",She'll be in the spot where we always put her.,T,Sadness,c,4.6628125,4000.0,16000
